ID,Municipio,IPM Municipal
68318,GUACA,60.3
68320,GUADALUPE,39.1
68322,GUAPOTÁ,31.4
68324,GUAVATÁ,40.4
68327,GÜEPSA,29.6
68344,HATO,46.9
68368,JESÚS MARÍA,40.8
68370,JORDÁN,53.7
68377,LA BELLEZA,36.1
68385,LANDÁZURI,49.1
68397,LA PAZ,36.1
68406,LEBRIJA,27.0
68418,LOS SANTOS,44.6
68425,MACARAVITA,50.3
68432,MÁLAGA,19.3
68444,MATANZA,38.2
68464,MOGOTES,49.4
68468,MOLAGAVITA,51.9
68498,OCAMONTE,38.6
68500,OIBA,31.8
68502,ONZAGA,55.1
68522,PALMAR,32.5
68524,PALMAS DEL SOCORRO,27.3
68533,PÁRAMO,31.5
68547,PIEDECUESTA,16.2
68549,PINCHOTE,23.8
68572,PUENTE NACIONAL,26.4
68573,PUERTO PARRA,36.1
68575,PUERTO WILCHES,40.3
68615,RIONEGRO,37.8
68655,SABANA DE TORRES,36.6
68669,SAN ANDRÉS,42.4
68673,SAN BENITO,49.8
68679,SAN GIL,13.7
68682,SAN JOAQUÍN,41.4
68684,SAN JOSÉ DE MIRANDA,47.6
68686,SAN MIGUEL,33.6
68689,SAN VICENTE DE CHUCURÍ,34.9
68705,SANTA BÁRBARA,53.8
68720,SANTA HELENA DEL OPÓN,47.9
68745,SIMACOTA,44.5
68755,SOCORRO,15.1
68770,SUAITA,37.8
68773,SUCRE,47.1
68780,SURATÁ,44.2
68820,TONA,45.8
68855,VALLE DE SAN JOSÉ,36.6
68861,VÉLEZ,32.3
68867,VETAS,31.9
68872,VILLANUEVA,27.5
68895,ZAPATOCA,26.9
70001,SINCELEJO,30.4
70110,BUENAVISTA,49.1
70124,CAIMITO,58.7
70204,COLOSÓ,59.6
70215,COROZAL,34.5
70221,COVEÑAS,45.0
70230,CHALÁN,73.9
70233,EL ROBLE,64.3
70235,GALERAS,46.1
70265,GUARANDA,66.1
70400,LA UNIÓN,55.8
70418,LOS PALMITOS,41.6
70429,MAJAGUAL,64.4
70473,MORROA,42.8
70508,OVEJAS,51.5
70523,PALMITO,65.1
70670,SAMPUÉS,56.9
70678,SAN BENITO ABAD,63.0
70702,SAN JUAN DE BETULIA,44.8
70708,SAN MARCOS,59.1
70713,SAN ONOFRE,69.0
70717,SAN PEDRO,47.1
70742,SAN LUIS DE SINCÉ,51.1
70771,SUCRE,63.4
70820,SANTIAGO DE TOLÚ,42.7
70823,SAN JOSÉ DE TOLUVIEJO,45.8
73001,IBAGUÉ,14.8
73024,ALPUJARRA,30.9
73026,ALVARADO,38.8
73030,AMBALEMA,32.9
73043,ANZOÁTEGUI,55.8
73055,ARMERO,27.3
73067,ATACO,64.0
73124,CAJAMARCA,36.2
73148,CARMEN DE APICALÁ,20.7
73152,CASABIANCA,43.8
73168,CHAPARRAL,39.7
73200,COELLO,35.8
73217,COYAIMA,62.1
73226,CUNDAY,40.8
73236,DOLORES,32.8
73268,ESPINAL,19.2
73270,FALAN,39.3
73275,FLANDES,17.4
73283,FRESNO,33.6
73319,GUAMO,32.2
73347,HERVEO,54.0
73349,HONDA,25.8
73352,ICONONZO,33.7
73408,LÉRIDA,28.1
73411,LÍBANO,33.4
73443,SAN SEBASTIÁN DE MARIQUITA,27.1
73449,MELGAR,19.7
73461,MURILLO,50.4
73483,NATAGAIMA,42.1
73504,ORTEGA,51.3
73520,PALOCABILDO,45.5
73547,PIEDRAS,27.2
73555,PLANADAS,55.4
73563,PRADO,36.6
73585,PURIFICACIÓN,32.6
73616,RIOBLANCO,60.5
73622,RONCESVALLES,42.0
73624,ROVIRA,47.0
73671,SALDAÑA,36.3
73675,SAN ANTONIO,53.7
73678,SAN LUIS,39.4
73686,SANTA ISABEL,50.9
73770,SUÁREZ,34.3
73854,VALLE DE SAN JUAN,40.4
73861,VENADILLO,36.3
73870,VILLAHERMOSA,51.3
73873,VILLARRICA,38.4
76001,CALI,11.9
76020,ALCALÁ,31.9
76036,ANDALUCÍA,15.3
76041,ANSERMANUEVO,31.3
76054,ARGELIA,36.2
76100,BOLÍVAR,29.7
76109,BUENAVENTURA,41.0
76111,GUADALAJARA DE BUGA,12.3
76113,BUGALAGRANDE,25.8
76122,CAICEDONIA,24.6
76126,CALIMA,25.7
76130,CANDELARIA,15.5
76147,CARTAGO,16.6
76233,DAGUA,28.4
76243,EL ÁGUILA,43.5
76246,EL CAIRO,35.8
76248,EL CERRITO,15.2
76250,EL DOVIO,37.2
76275,FLORIDA,18.9
76306,GINEBRA,14.7
76318,GUACARÍ,16.0
76364,JAMUNDÍ,14.9
76377,LA CUMBRE,25.3
76400,LA UNIÓN,22.5
76403,LA VICTORIA,22.9
76497,OBANDO,31.2
76520,PALMIRA,11.5
76563,PRADERA,24.8
76606,RESTREPO,20.7
76616,RIOFRÍO,23.2
76622,ROLDANILLO,16.5
76670,SAN PEDRO,18.0
76736,SEVILLA,27.4
76823,TORO,32.1
76828,TRUJILLO,34.9
76834,TULUÁ,13.7
76845,ULLOA,24.2
76863,VERSALLES,30.6
76869,VIJES,19.0
76890,YOTOCO,20.8
76892,YUMBO,15.6
76895,ZARZAL,17.2
81001,ARAUCA,38.6
81065,ARAUQUITA,49.2
81220,CRAVO NORTE,48.8
81300,FORTUL,48.3
81591,PUERTO RONDÓN,45.0
81736,SARAVENA,39.4
81794,TAME,41.9
85001,YOPAL,22.9
85010,AGUAZUL,27.0
85015,CHÁMEZA,36.0
85125,HATO COROZAL,56.1
85136,LA SALINA,48.1
85139,MANÍ,30.3
85162,MONTERREY,27.5
85225,NUNCHÍA,56.4
85230,OROCUÉ,45.8
85250,PAZ DE ARIPORO,37.8
85263,PORE,45.2
85279,RECETOR,39.3
85300,SABANALARGA,34.2
85315,SÁCAMA,32.5
85325,SAN LUIS DE PALENQUE,37.0
85400,TÁMARA,55.0
85410,TAURAMENA,27.2
85430,TRINIDAD,38.7
85440,VILLANUEVA,24.6
86001,MOCOA,24.8
86219,COLÓN,22.6
86320,ORITO,39.8
86568,PUERTO ASÍS,44.1
86569,PUERTO CAICEDO,38.9
86571,PUERTO GUZMÁN,62.2
86573,PUERTO LEGUÍZAMO,53.6
86749,SIBUNDOY,23.0
86755,SAN FRANCISCO,23.5
86757,SAN MIGUEL,48.5
86760,SANTIAGO,37.2
86865,VALLE DEL GUAMUEZ,41.0
86885,VILLAGARZÓN,37.1
88001,SAN ANDRÉS,16.8
88564,PROVIDENCIA,13.7
91001,LETICIA,48.4
91263,EL ENCANTO,77.5
91405,LA CHORRERA,88.1
91407,LA PEDRERA,90.9
91430,LA VICTORIA,96.4
91460,MIRITÍ - PARANÁ,91.2
91530,PUERTO ALEGRÍA,82.4
91536,PUERTO ARICA,84.6
91540,PUERTO NARIÑO,70.4
91669,PUERTO SANTANDER,88.7
91798,TARAPACÁ,80.0
94001,INÍRIDA,67.2
94343,BARRANCOMINAS,86.5
94663,MAPIRIPANA,95.5
94883,SAN FELIPE,88.3
94884,PUERTO COLOMBIA,96.3
94885,LA GUADALUPE,84.1
94886,CACAHUAL,90.1
94887,PANA PANA,98.5
94888,MORICHAL,95.7
95001,SAN JOSÉ DEL GUAVIARE,42.1
95015,CALAMAR,58.0
95025,EL RETORNO,51.5
95200,MIRAFLORES,66.7
97001,MITÚ,74.8
97161,CARURÚ,81.1
97511,PACOA,98.4
97666,TARAIRA,85.6
97777,PAPUNAHUA,97.9
97889,YAVARATÉ,94.8
99001,PUERTO CARREÑO,55.7
99524,LA PRIMAVERA,63.2
99624,SANTA ROSALÍA,56.8
99773,CUMARIBO,91.4
