ID,Municipio,Analfabetismo,,,Bajo logro educativo,,,Barreras a servicios para cuidado de la primera infancia,,,Barreras de acceso a servicios de salud,,,Tasa de dependencia,,,Hacinamiento crítico,,,Inadecuada eliminación de excretas,,,Inasistencia escolar,,,Material inadecuado de paredes exteriores,,,Material inadecuado de pisos,,,Rezago escolar,,,Sin acceso a fuente de agua mejorada,,,Sin aseguramiento en salud,,,Trabajo infantil,,,Trabajo informal,,
,,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso
15690,SANTA MARÍA,15.8,11.4,23.4,65.5,51.6,89.4,1.5,1.8,0.9,2.7,2.0,3.9,33.2,35.7,28.9,7.2,10.2,2.1,25.7,8.1,55.6,2.1,0.8,4.4,2.2,2.6,1.6,9.6,2.4,21.8,16.0,14.9,17.8,31.4,1.4,82.6,11.2,11.8,10.2,1.3,0.5,2.5,79.8,72.7,91.9
15693,SANTA ROSA DE VITERBO,7.7,4.4,14.5,50.1,38.8,73.3,1.1,1.0,1.4,2.7,3.0,2.2,45.5,41.1,54.4,3.6,4.1,2.4,3.8,2.0,7.6,2.6,1.5,4.7,0.2,0.2,0.2,2.6,0.7,6.6,8.2,6.8,11.2,5.0,0.5,14.2,12.7,13.2,11.7,0.4,0.5,0.4,87.6,84.9,93.0
15696,SANTA SOFÍA,16.3,6.4,20.9,71.0,49.7,81.0,1.6,1.8,1.6,3.2,8.5,0.7,33.6,34.5,33.2,7.1,15.2,3.3,22.8,7.3,30.0,3.1,1.8,3.7,0.4,0.3,0.4,8.4,0.9,11.9,11.1,14.0,9.8,16.3,0.3,23.7,15.3,18.0,14.1,3.5,4.0,3.3,89.5,82.9,92.6
15720,SATIVANORTE,13.5,9.0,15.7,78.7,57.6,88.6,1.3,0.8,1.5,5.8,8.6,4.4,73.7,45.9,86.7,9.8,12.9,8.3,13.0,2.0,18.2,1.6,0.8,2.0,0.4,0.0,0.6,18.9,1.2,27.3,10.0,10.2,9.9,23.8,0.4,34.8,6.5,5.9,6.8,0.3,0.0,0.4,89.0,76.1,95.0
15723,SATIVASUR,8.1,4.7,9.3,63.1,35.8,73.5,1.3,0.0,1.8,2.6,0.9,3.2,60.8,60.4,60.9,8.3,8.5,8.2,23.6,8.5,29.4,1.0,1.9,0.7,0.0,0.0,0.0,15.8,0.0,21.9,14.3,13.2,14.7,10.4,0.9,14.0,6.8,7.5,6.5,0.0,0.0,0.0,81.3,77.4,82.8
15740,SIACHOQUE,17.8,13.0,19.0,83.8,59.7,89.8,2.7,2.3,2.8,4.3,0.8,5.2,53.1,53.5,53.0,9.9,13.2,9.1,15.9,1.3,19.5,4.2,1.0,4.9,0.1,0.0,0.1,10.2,3.6,11.9,14.9,5.2,17.3,17.5,0.5,21.6,10.2,13.8,9.3,2.4,0.0,3.0,93.2,85.7,95.0
15753,SOATÁ,9.7,5.1,21.1,48.4,38.1,73.8,0.8,0.9,0.5,1.0,0.9,1.4,38.4,33.1,51.6,6.9,7.7,4.9,3.9,1.0,11.1,1.2,1.0,1.5,0.1,0.1,0.2,9.5,1.1,30.5,7.8,7.3,9.1,6.9,0.4,23.0,9.8,10.8,7.2,0.4,0.3,0.6,85.4,82.6,92.1
15755,SOCOTÁ,20.2,7.6,23.4,80.3,51.2,87.6,2.2,1.0,2.5,5.3,2.5,6.0,57.7,35.7,63.2,14.3,15.0,14.1,17.3,1.8,21.2,5.5,0.8,6.6,0.4,0.0,0.5,38.0,1.8,47.2,19.3,14.5,20.5,42.0,0.4,52.5,11.9,11.9,11.9,0.8,0.6,0.8,79.4,74.0,80.8
15757,SOCHA,10.1,4.3,17.3,59.3,45.1,76.9,2.4,2.3,2.6,0.9,0.7,1.0,38.8,36.9,41.1,9.8,11.0,8.4,3.6,3.4,4.0,3.3,2.7,4.2,0.3,0.6,0.0,8.8,1.1,18.4,12.6,10.2,15.7,6.1,0.2,13.5,13.9,16.3,10.9,0.7,0.6,0.8,72.7,72.5,73.0
15759,SOGAMOSO,5.2,4.2,14.1,36.7,33.2,66.8,1.5,1.5,1.5,3.0,3.0,2.7,29.2,28.3,36.7,4.0,4.0,3.5,1.9,1.3,7.5,2.0,1.9,2.9,0.1,0.1,0.2,0.8,0.2,6.4,10.3,10.2,11.6,1.9,0.4,14.8,13.3,13.6,10.5,0.5,0.4,1.2,79.3,78.8,83.8
15761,SOMONDOCO,15.3,6.7,17.9,79.6,51.0,88.2,0.9,0.8,0.9,7.4,3.3,8.7,51.5,31.4,57.6,2.2,3.3,1.9,18.8,10.5,21.3,2.1,0.8,2.5,0.2,0.0,0.3,13.2,0.0,17.2,5.5,7.5,4.9,37.5,1.3,48.3,6.7,8.4,6.1,0.6,0.4,0.6,87.8,76.2,91.3
15762,SORA,13.6,5.3,15.5,77.5,49.1,83.9,0.6,1.2,0.5,2.6,3.5,2.4,63.5,69.6,62.2,5.3,6.4,5.0,55.1,6.4,66.1,4.6,1.2,5.4,0.1,0.0,0.1,43.9,2.3,53.3,9.2,4.7,10.2,27.9,1.8,33.9,9.0,9.4,8.9,0.6,0.0,0.8,93.0,91.2,93.4
15763,SOTAQUIRÁ,10.2,5.0,10.8,74.3,57.4,76.5,2.8,1.7,2.9,2.7,0.7,3.0,38.3,27.5,39.7,7.0,8.4,6.9,27.1,3.0,30.3,10.0,6.4,10.5,0.2,0.3,0.2,12.5,2.0,13.9,18.3,12.1,19.1,8.3,0.3,9.4,13.0,14.4,12.8,1.9,2.3,1.8,82.3,80.2,82.6
15764,SORACÁ,18.2,8.4,21.4,77.2,51.6,85.6,1.2,0.7,1.4,4.3,1.2,5.3,41.9,43.4,41.4,9.3,19.9,5.8,17.0,1.0,22.2,3.4,1.9,3.9,0.3,1.0,0.1,4.8,1.9,5.8,21.6,11.0,25.0,16.5,0.0,21.9,9.9,11.3,9.4,2.3,1.2,2.6,88.3,84.4,89.6
15774,SUSACÓN,15.9,7.8,18.4,75.1,45.2,84.0,0.6,0.4,0.7,0.9,0.9,0.9,56.5,29.6,64.6,7.7,7.4,7.8,8.7,1.3,10.9,1.6,0.9,1.8,0.0,0.0,0.0,16.7,1.3,21.4,6.2,5.7,6.4,27.1,0.0,35.2,10.5,15.7,9.0,0.6,0.0,0.8,91.0,83.9,93.1
15776,SUTAMARCHÁN,13.4,7.7,16.6,68.3,47.5,80.1,1.9,1.1,2.3,2.3,6.0,0.2,32.3,24.5,36.8,8.1,13.1,5.2,17.8,8.0,23.4,2.5,1.8,2.9,0.2,0.1,0.2,14.6,0.3,22.6,12.0,6.5,15.1,37.2,1.4,57.5,8.5,11.5,6.8,2.6,2.3,2.8,88.9,83.8,91.8
15778,SUTATENZA,20.6,8.8,23.4,76.9,55.2,82.0,0.8,0.4,0.8,3.7,2.0,4.2,52.5,38.0,55.9,5.0,8.4,4.2,25.3,5.6,29.9,1.5,0.8,1.7,0.9,1.6,0.8,34.8,3.2,42.3,10.2,10.0,10.3,56.5,2.0,69.3,7.9,12.4,6.9,0.8,0.0,0.9,89.6,83.2,91.1
15790,TASCO,11.0,4.1,14.1,71.1,52.3,79.3,1.3,1.1,1.4,1.3,1.2,1.3,51.5,44.0,54.7,7.7,10.8,6.4,15.9,3.2,21.5,3.3,1.8,4.0,0.2,0.5,0.1,16.1,1.1,22.7,13.8,11.3,14.8,5.6,0.2,8.0,13.3,14.0,13.0,1.1,0.9,1.2,79.5,78.9,79.7
15798,TENZA,13.9,5.7,17.4,77.6,53.6,87.8,0.5,1.0,0.3,9.9,6.9,11.2,39.7,21.4,47.5,5.1,8.8,3.5,14.9,0.7,20.9,2.0,0.2,2.8,0.6,0.2,0.7,12.6,2.0,17.1,12.2,13.5,11.7,52.5,0.0,74.6,7.9,9.1,7.5,0.7,0.7,0.7,85.6,73.5,90.7
15804,TIBANÁ,18.9,7.1,22.2,82.3,53.0,90.6,1.4,1.1,1.5,1.1,2.1,0.8,51.5,35.2,56.1,4.7,10.7,3.0,33.8,4.5,42.0,2.9,1.0,3.4,0.2,0.2,0.3,21.4,1.5,27.1,11.5,7.6,12.6,21.8,1.3,27.6,8.3,12.6,7.1,1.8,1.0,2.1,90.2,79.2,93.3
15806,TIBASOSA,8.9,7.1,10.0,51.7,38.4,60.0,1.3,1.0,1.5,1.0,1.3,0.8,33.1,30.9,34.5,3.0,4.0,2.4,2.4,2.1,2.7,3.6,0.9,5.4,0.8,1.4,0.4,1.0,0.1,1.5,11.0,13.2,9.6,1.6,0.4,2.3,13.7,14.8,13.0,1.2,0.6,1.7,82.2,79.2,84.0
15808,TINJACÁ,11.9,7.3,13.5,63.3,36.3,72.2,1.4,0.4,1.7,7.1,8.4,6.7,42.4,37.8,43.9,5.3,8.4,4.2,13.6,3.4,17.0,1.9,1.9,1.9,0.4,0.0,0.5,7.7,0.8,10.0,11.6,6.1,13.4,46.5,0.8,61.4,9.4,12.2,8.5,1.1,1.5,1.0,88.1,82.8,89.8
15810,TIPACOQUE,20.1,10.9,24.0,70.0,49.7,78.7,0.7,0.6,0.7,1.9,3.7,1.1,44.5,43.1,45.1,13.0,16.4,11.6,20.8,7.2,26.6,1.6,0.6,2.1,0.3,0.3,0.4,35.3,5.5,48.2,11.4,7.2,13.2,47.9,3.2,67.1,9.0,11.2,8.0,1.1,0.3,1.5,91.3,85.1,94.0
15814,TOCA,9.6,5.5,13.5,70.2,57.3,82.7,2.3,2.2,2.3,1.7,2.1,1.4,36.7,31.8,41.4,8.0,9.2,6.8,20.7,3.0,37.8,4.2,4.1,4.2,0.5,0.6,0.4,13.5,1.6,25.0,14.8,11.1,18.3,9.2,0.4,17.6,10.0,11.3,8.8,2.1,1.3,2.9,87.7,83.7,91.6
15816,TOGÜÍ,19.9,7.1,22.5,83.0,50.2,89.8,1.9,2.5,1.8,10.4,4.6,11.7,43.8,33.5,46.0,6.0,10.0,5.2,14.6,4.6,16.7,5.4,0.4,6.5,1.4,0.4,1.6,13.7,0.0,16.6,21.5,13.0,23.2,32.6,1.3,39.2,8.7,11.7,8.1,2.6,0.8,3.0,94.3,81.2,97.0
15820,TÓPAGA,11.3,7.1,13.2,63.3,53.3,67.8,1.4,1.4,1.4,3.4,3.0,3.6,41.0,39.3,41.8,7.3,9.3,6.3,15.4,2.7,21.0,1.6,0.8,2.0,0.1,0.0,0.1,6.1,1.4,8.2,18.3,11.8,21.3,24.0,1.1,34.3,12.3,12.9,12.0,0.9,1.6,0.6,76.6,75.8,77.0
15822,TOTA,22.3,14.9,24.1,85.5,56.2,92.5,2.4,1.4,2.7,0.9,0.0,1.1,53.5,37.3,57.3,7.5,8.0,7.4,13.7,5.1,15.8,4.4,0.7,5.3,0.1,0.4,0.0,18.2,3.3,21.8,18.0,10.5,19.8,16.4,1.1,20.1,10.4,13.0,9.8,2.4,0.7,2.8,95.3,87.7,97.1
15832,TUNUNGUÁ,17.9,7.4,20.2,76.8,45.3,83.8,1.0,0.0,1.2,6.7,1.1,7.9,39.7,32.6,41.3,7.6,11.6,6.7,12.2,7.4,13.2,3.6,0.0,4.4,5.5,2.1,6.3,11.2,1.1,13.5,18.4,9.5,20.4,26.2,2.1,31.6,12.7,14.7,12.3,1.5,1.1,1.6,89.5,81.1,91.4
15835,TURMEQUÉ,15.0,8.1,18.7,75.0,50.0,88.8,1.3,1.8,1.1,7.4,9.1,6.5,52.8,37.1,61.5,6.9,10.7,4.8,38.4,3.7,57.5,2.6,1.2,3.3,0.3,0.4,0.2,9.9,1.2,14.7,16.0,14.3,17.0,9.1,0.7,13.7,8.3,12.6,5.9,1.0,0.7,1.2,91.4,84.9,95.1
15837,TUTA,10.2,5.3,12.2,63.3,38.2,73.6,2.3,2.0,2.5,4.5,5.9,3.9,45.9,38.8,48.8,6.5,9.3,5.4,16.3,2.4,22.0,5.6,1.1,7.5,0.3,0.1,0.4,7.1,1.4,9.5,16.1,16.2,16.1,8.6,0.4,11.9,10.9,13.4,9.9,0.8,0.7,0.8,86.6,81.4,88.7
15839,TUTAZÁ,14.2,4.9,15.3,77.4,54.1,80.0,1.2,3.3,0.9,0.3,0.0,0.4,55.1,78.7,52.4,5.9,9.8,5.5,9.8,13.1,9.4,2.5,0.0,2.8,0.0,0.0,0.0,6.9,8.2,6.8,9.5,13.1,9.0,25.5,4.9,27.9,13.0,19.7,12.2,1.5,0.0,1.7,90.0,86.9,90.4
15842,ÚMBITA,17.1,7.9,18.6,80.3,44.4,86.4,1.2,1.7,1.1,1.9,1.1,2.0,49.4,39.0,51.1,4.0,10.4,2.8,52.1,9.6,59.4,3.0,2.0,3.1,0.2,0.3,0.2,16.4,3.7,18.6,14.3,14.0,14.3,20.1,2.8,23.1,11.0,15.4,10.2,1.8,0.8,1.9,93.4,80.6,95.6
15861,VENTAQUEMADA,12.3,6.7,13.5,72.8,46.8,78.2,1.6,1.9,1.6,5.3,1.2,6.2,32.1,33.9,31.7,4.2,9.1,3.2,12.4,2.4,14.5,3.8,2.7,4.1,0.6,0.3,0.7,4.0,1.5,4.5,16.6,16.7,16.6,5.5,0.8,6.5,10.3,11.9,10.0,2.5,1.2,2.8,89.8,84.1,91.0
15879,VIRACACHÁ,15.2,7.6,16.7,84.1,52.9,90.3,0.9,0.6,0.9,1.8,0.0,2.2,60.8,45.9,63.8,3.2,6.4,2.6,17.9,5.1,20.4,5.1,1.3,5.9,0.6,0.0,0.8,15.1,3.8,17.3,11.2,5.1,12.4,13.4,2.5,15.6,7.8,9.6,7.4,2.4,0.0,2.9,94.3,83.4,96.4
15897,ZETAQUIRA,22.6,4.9,28.7,76.0,48.7,85.6,1.4,0.7,1.6,1.5,3.2,0.9,68.0,52.8,73.2,4.6,10.5,2.6,21.4,3.9,27.5,3.3,2.7,3.5,1.5,4.4,0.4,19.2,3.7,24.6,10.3,6.6,11.6,32.3,1.5,43.1,8.9,11.5,8.0,0.8,0.5,0.9,91.2,85.3,93.2
17001,MANIZALES,5.8,5.2,15.5,35.8,33.9,67.8,1.2,1.2,1.9,4.0,4.0,4.3,22.9,22.6,27.2,4.2,4.3,3.6,4.2,3.9,8.7,2.0,2.0,3.1,3.2,2.9,8.7,1.6,1.3,5.5,11.3,11.0,16.4,3.6,2.6,21.2,17.4,17.4,17.7,0.4,0.4,1.0,70.4,70.0,77.9
17013,AGUADAS,15.7,11.1,20.5,74.9,61.8,88.7,1.7,1.3,2.2,3.5,5.7,1.2,26.0,27.2,24.8,3.6,5.0,2.0,11.9,1.8,22.6,5.5,2.9,8.2,0.9,0.7,1.2,1.3,0.6,2.1,13.3,8.8,18.0,23.2,0.8,46.8,13.2,15.2,11.0,2.7,1.3,4.2,86.0,82.3,89.9
17042,ANSERMA,13.0,9.9,18.2,68.2,56.7,86.6,1.4,1.0,2.0,5.9,6.9,4.4,29.5,29.4,29.7,4.6,5.7,2.9,15.2,2.9,35.1,3.6,2.4,5.4,5.3,2.3,10.2,2.0,1.3,3.2,14.6,11.8,19.3,21.8,2.0,53.5,14.2,15.3,12.5,1.7,1.0,2.9,86.5,82.7,92.6
17050,ARANZAZU,14.8,12.4,20.0,74.3,66.7,90.2,1.9,2.0,1.8,0.9,0.5,1.8,32.5,30.8,36.1,3.9,4.8,2.0,11.6,0.8,34.5,3.9,2.6,6.6,2.2,2.5,1.8,0.1,0.0,0.4,15.2,13.5,18.8,16.1,1.1,47.6,13.9,15.0,11.7,2.4,1.9,3.5,84.9,82.3,90.4
17088,BELALCÁZAR,20.5,14.8,25.4,76.9,65.9,86.5,2.0,1.0,2.8,5.2,6.0,4.4,31.0,29.0,32.8,6.7,7.7,5.9,12.6,1.5,22.3,3.9,2.4,5.2,10.8,4.9,16.0,6.7,0.3,12.4,19.5,14.9,23.5,20.1,0.8,37.0,16.8,16.6,17.0,2.1,1.2,2.9,87.3,84.4,89.8
17174,CHINCHINÁ,11.3,10.3,19.9,56.9,54.1,82.1,1.2,1.1,1.7,3.0,1.8,13.5,26.3,25.6,32.4,5.5,5.5,4.9,2.3,1.2,12.8,2.7,2.6,3.4,3.0,2.5,7.2,0.5,0.3,1.6,13.8,12.7,23.2,3.9,1.0,29.7,18.7,18.9,17.4,0.8,0.7,1.3,77.0,76.9,77.6
17272,FILADELFIA,16.9,9.9,21.4,77.5,63.4,86.6,1.9,0.8,2.7,2.3,3.5,1.6,30.2,29.7,30.4,3.4,4.8,2.5,14.3,0.5,23.3,3.7,1.9,4.9,4.6,3.8,5.0,2.0,0.2,3.2,16.7,13.0,19.2,25.4,0.4,41.6,13.3,14.2,12.7,2.1,0.9,2.9,87.0,83.6,89.3
17380,LA DORADA,12.7,11.5,23.8,55.7,53.3,76.6,1.5,1.5,1.7,2.5,2.7,0.7,30.7,30.2,34.8,10.6,10.8,8.6,7.8,7.3,12.5,3.9,3.3,9.4,4.8,5.1,2.1,4.2,3.5,10.0,15.0,14.5,20.2,4.6,3.8,11.6,18.4,18.5,16.9,0.9,0.8,1.8,83.2,83.1,84.1
17388,LA MERCED,19.9,10.9,25.6,73.4,58.8,82.8,2.4,1.8,2.8,0.6,0.4,0.8,26.8,23.7,28.8,4.0,3.8,4.2,14.0,0.8,22.5,4.4,2.8,5.4,15.7,14.2,16.6,1.0,0.1,1.6,12.6,8.1,15.5,24.5,0.3,40.0,14.8,15.5,14.4,1.3,0.9,1.6,84.2,78.6,87.8
17433,MANZANARES,15.6,11.8,20.9,71.8,59.3,89.1,1.2,1.2,1.3,5.6,5.9,5.2,32.0,32.3,31.6,4.6,5.7,3.2,20.6,14.2,29.6,2.8,2.2,3.8,5.2,8.0,1.5,1.3,0.9,1.8,15.7,12.6,20.1,32.9,13.9,59.2,12.6,14.6,9.9,1.5,1.1,2.1,87.4,82.4,94.3
17442,MARMATO,13.3,8.2,14.0,67.9,53.7,70.0,3.2,1.2,3.5,4.6,3.5,4.8,31.2,35.2,30.7,6.9,11.1,6.2,37.6,29.0,38.9,6.7,5.0,6.9,2.0,1.8,2.1,4.1,1.2,4.5,18.9,12.6,19.8,17.2,9.4,18.4,18.3,15.8,18.7,2.6,0.6,2.9,77.1,77.4,77.1
17444,MARQUETALIA,17.6,12.0,22.9,77.6,63.0,91.4,1.5,1.6,1.3,7.9,4.7,11.0,35.5,37.2,33.8,5.0,7.3,2.7,12.1,4.2,19.5,3.4,2.3,4.4,3.1,4.7,1.7,0.9,0.3,1.5,14.5,12.9,16.0,34.9,1.5,66.5,12.8,15.5,10.3,2.3,1.1,3.5,91.6,87.5,95.6
17446,MARULANDA,13.3,12.0,14.0,79.1,66.2,86.3,1.6,1.1,1.9,2.0,3.0,1.5,28.7,29.3,28.3,2.4,3.0,2.1,22.4,2.3,33.5,4.7,1.9,6.3,9.5,25.6,0.6,0.3,0.0,0.4,22.8,16.9,26.0,30.6,1.1,46.9,9.5,6.4,11.3,3.6,1.9,4.6,80.4,75.9,82.9
17486,NEIRA,15.9,10.5,23.0,72.1,59.4,88.7,2.2,1.4,3.3,1.5,1.8,1.1,28.6,27.9,29.6,5.3,6.0,4.5,10.5,0.8,23.1,5.2,2.6,8.6,5.5,4.2,7.1,1.8,0.3,3.7,15.5,12.2,19.8,11.6,0.5,26.1,16.7,17.3,16.0,1.8,1.1,2.7,83.3,81.1,86.1
17495,NORCASIA,18.8,14.2,28.6,66.8,57.8,85.8,1.3,0.9,2.2,4.8,4.9,4.6,45.3,42.3,51.6,8.4,9.2,6.6,11.0,2.3,29.3,2.6,2.2,3.5,6.7,8.4,3.3,5.9,1.6,15.2,21.9,19.0,28.0,18.9,0.7,57.3,14.8,15.7,13.0,1.1,1.1,1.1,83.5,82.0,86.7
17513,PÁCORA,18.8,13.4,24.6,75.8,64.1,88.4,1.4,1.2,1.7,1.7,1.6,1.8,30.0,29.4,30.7,3.8,4.7,2.9,13.6,2.2,25.8,4.3,3.2,5.4,0.9,0.6,1.3,1.3,0.2,2.5,11.1,8.3,14.2,20.4,3.1,39.1,11.0,12.1,9.8,1.8,1.0,2.6,85.4,81.5,89.6
17524,PALESTINA,17.4,15.7,18.2,71.7,64.2,75.6,2.1,1.9,2.2,3.4,3.6,3.4,25.6,30.8,22.9,5.0,7.6,3.7,3.0,1.2,4.0,3.5,2.2,4.2,7.4,4.9,8.7,0.8,0.3,1.0,16.9,15.2,17.7,11.8,0.8,17.6,19.5,17.2,20.7,1.2,0.3,1.7,76.8,78.2,76.1
17541,PENSILVANIA,16.1,10.8,19.8,75.6,57.6,87.8,1.3,1.0,1.5,2.8,2.3,3.2,30.1,30.5,29.9,3.3,4.5,2.5,24.9,2.0,40.3,3.9,1.8,5.3,11.9,28.6,0.7,1.3,0.0,2.2,16.8,11.5,20.3,33.9,3.1,54.6,10.5,12.7,9.0,2.4,0.9,3.4,88.5,80.6,93.8
17614,RIOSUCIO,11.0,6.2,14.3,65.7,46.7,78.8,1.5,1.4,1.7,4.6,5.7,3.8,30.3,26.7,32.7,6.1,5.6,6.4,13.0,1.6,20.9,2.6,1.6,3.2,5.3,2.7,7.1,3.1,0.5,5.0,14.2,10.3,16.9,10.2,1.0,16.5,14.6,15.7,13.8,1.6,0.8,2.2,86.4,80.4,90.5
17616,RISARALDA,19.1,14.0,22.8,78.1,65.9,86.9,1.4,1.6,1.4,6.4,1.9,9.7,27.8,26.9,28.5,4.5,6.0,3.5,15.0,1.9,24.5,4.0,4.0,3.9,4.7,3.0,6.0,3.9,0.6,6.2,17.3,13.2,20.3,37.8,0.9,64.4,12.3,13.7,11.3,2.1,1.4,2.7,86.4,86.2,86.6
17653,SALAMINA,15.9,13.1,20.9,66.8,55.1,87.7,1.1,0.8,1.5,3.2,2.1,5.2,28.8,30.2,26.2,4.3,5.4,2.3,18.1,6.5,39.0,2.5,2.1,3.1,2.8,3.7,1.2,1.6,1.8,1.1,12.0,11.3,13.1,18.1,3.9,43.4,13.1,14.6,10.5,1.1,0.5,2.2,83.3,80.3,88.5
17662,SAMANÁ,17.9,11.9,20.6,76.5,60.9,83.6,1.8,1.6,2.0,3.9,3.8,3.9,32.5,32.0,32.8,3.6,5.8,2.6,25.7,9.8,33.0,4.4,2.0,5.5,3.5,8.3,1.4,2.6,0.3,3.7,13.7,8.7,16.0,37.1,2.3,53.1,12.2,12.6,12.0,2.4,1.1,3.0,89.9,83.0,93.1
17665,SAN JOSÉ,20.2,11.6,23.9,76.2,54.1,85.7,1.3,0.9,1.5,6.5,5.2,7.0,27.4,27.7,27.3,5.7,7.4,4.9,16.0,5.9,20.4,2.6,0.4,3.6,4.9,2.8,5.9,1.3,0.2,1.8,16.7,10.5,19.4,38.7,0.9,55.1,15.7,14.2,16.4,1.8,0.9,2.2,84.2,77.3,87.2
17777,SUPÍA,12.2,9.4,15.4,64.9,52.2,78.9,1.7,1.1,2.3,6.0,5.2,6.8,32.6,31.2,34.1,6.6,7.9,5.0,18.9,8.1,30.8,3.8,2.2,5.5,1.6,0.6,2.8,3.4,0.5,6.6,15.1,13.4,17.0,15.2,1.0,30.9,15.2,16.3,14.0,2.0,1.1,3.0,82.8,81.0,84.8
17867,VICTORIA,19.6,11.6,28.4,68.6,54.5,84.1,1.7,1.2,2.2,2.1,3.7,0.3,30.3,30.7,29.9,6.7,8.0,5.3,7.6,9.7,5.2,4.3,2.4,6.4,1.5,1.6,1.4,1.9,0.9,2.9,18.8,16.3,21.6,13.3,3.2,24.3,19.1,17.1,21.3,1.1,0.4,1.8,82.6,78.7,87.0
17873,VILLAMARÍA,7.2,5.8,16.6,40.3,35.1,75.0,1.5,1.5,2.0,5.7,5.8,5.1,23.1,21.8,31.7,4.2,4.4,2.6,8.1,4.6,30.7,2.2,1.9,4.5,2.8,2.5,4.9,1.5,1.2,3.3,14.7,13.3,24.0,6.3,2.4,32.1,17.5,17.3,18.6,0.7,0.6,1.7,72.0,71.1,78.0
17877,VITERBO,14.4,13.9,17.7,61.7,59.0,79.6,0.8,0.7,1.7,3.9,3.7,5.1,27.9,27.0,33.9,6.0,6.2,4.8,4.6,2.6,18.3,2.6,1.9,6.7,1.5,0.8,6.1,1.2,0.8,4.2,17.3,15.7,27.8,6.8,0.8,47.0,17.2,16.9,19.2,1.4,1.0,3.8,81.2,81.5,79.6
18001,FLORENCIA,9.1,8.4,16.7,47.8,45.5,73.6,2.3,2.2,2.8,4.8,4.6,7.1,35.4,35.1,38.6,10.7,11.2,6.4,11.9,12.0,10.0,4.7,4.3,8.7,9.5,10.2,1.4,5.0,4.2,13.1,18.4,17.8,24.8,8.6,3.9,59.6,20.4,20.5,19.0,1.4,1.2,3.3,85.0,84.4,91.5
18029,ALBANIA,12.1,9.1,14.8,68.7,58.6,77.6,1.1,0.7,1.4,4.1,2.6,5.4,41.6,44.4,39.2,10.0,13.9,6.6,17.1,2.5,29.9,4.7,3.4,5.9,1.8,2.7,1.0,11.5,3.7,18.4,21.4,18.9,23.5,26.3,0.8,48.7,12.0,11.7,12.3,1.9,1.6,2.2,88.1,85.5,90.4
18094,BELÉN DE LOS ANDAQUÍES,18.4,16.8,21.8,67.5,60.7,81.4,2.7,2.1,3.8,4.2,2.7,7.4,55.7,57.5,52.1,9.1,10.8,5.7,13.7,11.6,18.0,7.8,5.2,13.0,11.0,14.5,4.1,12.2,11.1,14.5,18.9,16.6,23.6,20.8,1.6,60.4,16.6,16.7,16.4,1.9,1.1,3.7,88.6,87.0,92.0
18150,CARTAGENA DEL CHAIRÁ,16.1,15.5,17.0,78.8,71.0,89.0,5.2,4.1,6.7,7.4,5.7,9.5,48.5,44.0,54.4,12.9,17.3,7.2,26.7,20.4,34.9,13.3,9.6,18.1,22.2,34.5,6.3,16.3,12.7,21.0,34.0,29.5,39.9,36.9,7.8,74.6,22.6,19.8,26.2,4.4,3.3,5.8,94.7,92.4,97.8
18205,CURILLO,18.2,17.4,20.3,72.3,68.5,81.8,2.0,1.4,3.4,10.1,8.5,14.0,48.1,49.1,45.4,15.2,18.8,6.5,26.7,21.3,40.1,6.1,5.6,7.4,20.5,28.3,1.0,4.9,4.3,6.4,26.7,25.3,30.2,23.5,5.3,68.7,15.0,14.3,16.7,2.9,2.8,3.1,93.4,92.4,95.9
18247,EL DONCELLO,14.7,13.5,18.1,68.2,62.8,82.6,1.8,1.8,1.8,11.3,7.9,20.6,42.8,45.6,35.3,10.3,12.2,5.0,8.0,4.7,17.1,6.0,5.0,8.7,7.7,10.4,0.5,10.3,7.4,18.2,23.8,21.9,28.9,18.9,4.3,58.5,14.1,14.4,13.5,1.9,1.3,3.7,90.7,89.3,94.4
18256,EL PAUJÍL,14.7,15.0,14.2,72.5,66.0,81.3,1.8,1.3,2.4,13.7,18.3,7.3,39.4,42.8,34.9,8.6,13.0,2.5,11.5,7.3,17.3,6.5,5.1,8.3,7.5,12.3,1.1,14.8,10.7,20.4,19.7,20.1,19.1,31.8,2.5,71.5,12.7,12.9,12.5,2.6,2.3,2.9,90.0,87.6,93.4
18410,LA MONTAÑITA,16.3,12.4,17.3,78.3,59.6,83.4,2.6,1.0,3.0,8.9,4.3,10.1,40.1,37.1,40.9,8.4,13.5,7.0,15.0,6.1,17.4,8.7,3.9,10.0,4.0,9.8,2.4,17.6,7.6,20.3,26.9,20.3,28.7,53.5,3.3,67.2,17.7,15.1,18.4,4.0,1.6,4.7,89.0,82.4,90.8
