ID,Municipio,Analfabetismo,,,Bajo logro educativo,,,Barreras a servicios para cuidado de la primera infancia,,,Barreras de acceso a servicios de salud,,,Tasa de dependencia,,,Hacinamiento crítico,,,Inadecuada eliminación de excretas,,,Inasistencia escolar,,,Material inadecuado de paredes exteriores,,,Material inadecuado de pisos,,,Rezago escolar,,,Sin acceso a fuente de agua mejorada,,,Sin aseguramiento en salud,,,Trabajo infantil,,,Trabajo informal,,
,,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso
63130,CALARCÁ,9.5,8.1,14.4,50.5,46.3,66.0,1.5,1.4,2.1,5.8,6.3,4.1,29.4,30.1,26.7,5.1,5.8,2.7,3.7,2.3,8.6,3.1,3.0,3.6,5.2,4.6,7.5,0.8,0.6,1.6,11.7,10.6,15.8,3.9,1.6,12.3,19.2,19.5,18.0,0.8,0.6,1.4,80.2,79.5,83.0
63190,CIRCASIA,10.0,9.4,11.8,50.8,49.1,55.7,1.5,1.5,1.5,2.7,2.6,3.2,25.9,26.3,24.8,4.6,5.4,2.4,1.1,0.9,1.6,2.6,2.6,2.5,4.1,4.4,3.5,1.1,1.1,1.0,12.2,12.5,11.1,0.9,0.5,2.2,16.5,16.2,17.2,0.9,0.9,0.8,79.4,79.6,78.8
63212,CÓRDOBA,15.1,12.6,18.7,72.1,63.6,83.9,1.8,1.2,2.7,8.4,12.2,3.2,25.2,27.0,22.7,6.9,8.9,4.0,3.0,0.7,6.3,3.6,3.0,4.4,4.6,2.8,7.1,3.4,1.3,6.4,17.5,18.5,16.1,13.0,0.1,31.0,15.1,16.9,12.5,2.3,2.6,1.8,88.7,86.3,92.1
63272,FILANDIA,12.7,8.5,17.9,59.6,49.6,72.0,1.0,0.9,1.1,1.0,0.8,1.3,27.1,27.2,27.1,3.9,5.2,2.3,1.2,0.8,1.7,2.0,2.1,1.9,5.3,2.2,9.2,0.6,0.2,1.2,8.7,6.9,10.9,2.4,0.3,5.2,13.8,13.3,14.5,0.9,0.8,1.1,83.6,82.0,85.7
63302,GÉNOVA,16.0,13.4,19.7,72.7,63.0,86.8,1.7,1.3,2.1,1.6,0.8,2.7,26.1,28.5,22.5,6.8,8.6,4.1,13.1,1.5,30.2,4.2,2.4,6.7,2.6,1.3,4.5,2.0,0.3,4.5,12.5,8.8,17.9,33.0,0.7,80.2,13.4,12.5,14.6,2.2,1.2,3.7,90.0,88.0,93.0
63401,LA TEBAIDA,15.9,16.3,11.7,60.2,60.3,59.2,2.1,2.1,2.4,5.6,6.2,0.6,37.3,38.1,29.3,7.1,7.6,2.9,2.3,2.3,2.8,3.3,3.1,4.7,5.3,5.1,7.0,1.9,1.9,1.9,12.7,12.8,12.1,2.1,1.8,4.9,17.5,17.7,15.8,0.9,0.9,1.0,83.2,83.8,76.9
63470,MONTENEGRO,15.2,15.2,14.7,64.4,63.9,67.2,1.6,1.4,2.7,2.7,2.9,1.5,32.9,34.3,25.3,7.1,7.8,3.1,2.1,2.1,2.1,4.7,4.0,8.6,7.4,8.1,4.0,1.2,1.2,0.9,11.8,11.6,12.8,1.5,1.5,1.6,16.7,16.5,17.8,0.7,0.7,0.9,83.4,84.3,78.7
63548,PIJAO,15.6,12.8,20.0,69.0,60.4,82.5,1.6,1.0,2.5,1.0,0.7,1.4,23.6,23.3,24.1,5.1,5.5,4.4,4.5,1.4,9.4,3.6,3.0,4.6,2.2,1.7,2.9,1.4,0.1,3.5,12.2,9.0,17.3,28.3,0.6,71.4,14.1,14.0,14.4,1.7,1.2,2.5,85.4,84.7,86.5
63594,QUIMBAYA,14.5,13.5,18.7,61.9,59.0,74.3,1.4,1.3,1.4,4.4,3.6,8.0,28.3,28.7,26.4,6.4,7.3,2.7,2.3,0.6,9.6,3.4,3.5,3.0,3.2,2.6,5.8,0.6,0.5,1.1,11.9,11.1,15.5,0.6,0.2,2.1,15.6,15.7,15.1,0.8,0.7,1.3,82.3,83.3,78.4
63690,SALENTO,9.9,8.7,11.0,51.9,48.0,55.7,1.4,1.1,1.6,5.9,1.2,10.5,20.2,19.0,21.5,5.1,7.9,2.3,2.3,1.0,3.7,2.1,1.9,2.3,8.3,11.3,5.3,0.7,0.8,0.5,10.5,10.8,10.2,14.5,0.7,28.2,16.7,16.1,17.3,1.5,0.9,2.0,81.7,85.5,78.0
66001,PEREIRA,6.6,5.4,12.3,41.5,37.9,59.4,1.7,1.6,2.4,3.2,3.1,3.9,24.7,24.5,25.5,3.9,4.0,3.5,2.2,1.4,6.2,2.7,2.5,3.9,3.1,2.4,6.8,0.7,0.4,1.8,10.7,9.6,15.9,1.4,0.6,5.6,18.3,18.5,17.3,0.6,0.5,1.1,75.4,74.7,79.1
66045,APÍA,15.1,9.5,20.9,71.9,54.6,90.0,1.3,0.6,1.9,5.5,5.8,5.2,28.3,26.0,30.6,3.5,4.2,2.9,14.2,2.7,26.3,3.8,2.1,5.6,1.4,1.0,1.7,0.5,0.1,0.9,12.3,7.8,17.1,21.4,1.7,41.9,12.4,13.4,11.3,2.5,1.5,3.5,89.1,83.7,94.6
66075,BALBOA,19.0,13.9,21.4,73.4,56.6,81.3,1.8,1.2,2.0,2.5,6.1,0.8,26.2,24.2,27.2,3.1,4.5,2.4,3.2,2.9,3.3,2.8,1.0,3.7,7.0,4.3,8.3,2.1,0.4,2.9,15.1,6.3,19.2,26.0,4.3,36.2,10.9,13.6,9.7,1.7,1.4,1.8,88.7,81.3,92.1
66088,BELÉN DE UMBRÍA,15.0,7.7,24.1,73.7,62.0,88.6,1.7,1.2,2.4,5.8,6.5,4.9,32.7,28.5,37.9,5.2,5.3,5.1,17.3,0.4,38.7,4.2,3.6,5.0,2.3,1.4,3.5,0.7,0.2,1.3,15.1,11.1,20.2,14.9,0.1,33.6,13.9,14.1,13.5,2.6,1.8,3.6,90.4,87.2,94.4
66170,DOSQUEBRADAS,5.6,5.4,10.1,41.4,40.6,55.5,1.5,1.5,1.4,3.6,3.5,4.9,23.4,23.3,24.8,3.7,3.7,3.2,1.5,0.9,12.3,2.3,2.2,2.9,1.2,0.9,5.5,0.3,0.2,1.6,12.3,12.1,15.6,2.5,0.8,33.7,18.0,18.0,16.5,0.6,0.5,1.2,75.2,74.9,81.2
66318,GUÁTICA,14.8,8.9,17.6,74.5,57.9,82.3,0.8,0.2,1.1,14.1,9.1,16.5,32.8,36.1,31.2,4.9,8.5,3.2,24.8,1.7,35.7,2.8,1.8,3.3,1.6,1.9,1.5,1.8,0.9,2.3,14.6,11.7,16.0,17.2,0.5,25.1,9.3,10.1,9.0,2.6,1.1,3.3,89.5,82.6,92.8
66383,LA CELIA,18.3,12.4,23.2,76.5,62.6,88.1,1.2,0.9,1.5,1.8,0.3,3.1,26.2,24.4,27.7,4.1,6.0,2.6,17.8,3.1,30.2,3.0,2.7,3.2,8.3,7.1,9.3,2.0,0.4,3.4,15.8,11.1,19.9,33.8,1.5,60.8,14.0,12.7,15.1,3.2,3.5,2.9,90.0,83.6,95.4
66400,LA VIRGINIA,12.5,12.4,15.3,58.6,58.3,75.2,1.8,1.7,5.7,0.5,0.5,0.0,28.4,28.3,34.4,6.4,6.5,1.9,0.3,0.2,5.7,3.9,3.9,5.7,1.0,1.0,1.9,0.1,0.1,1.3,13.1,12.9,23.6,0.8,0.1,40.1,17.7,17.8,15.9,0.8,0.8,1.3,80.4,80.3,82.8
66440,MARSELLA,15.6,9.8,22.8,71.3,60.4,85.0,1.6,1.0,2.3,0.7,0.4,1.1,30.8,29.6,32.3,4.3,5.0,3.6,11.0,0.7,23.9,4.8,3.9,6.0,9.4,3.0,17.5,6.8,0.2,15.2,16.2,10.5,23.3,20.6,0.3,46.1,13.1,12.2,14.2,1.6,1.0,2.3,85.4,83.8,87.4
66456,MISTRATÓ,35.2,10.9,46.7,81.2,58.2,92.0,7.0,0.8,10.0,1.6,0.7,2.1,45.0,32.5,50.9,16.4,6.1,21.2,46.1,0.9,67.3,16.6,3.3,22.8,21.3,2.6,30.0,2.0,1.9,2.0,28.9,8.2,38.6,41.5,0.3,60.8,17.1,13.5,18.9,5.5,0.6,7.8,93.3,86.7,96.5
66572,PUEBLO RICO,34.8,12.8,41.9,77.2,60.3,82.7,10.2,1.5,13.0,4.4,11.3,2.2,54.2,34.6,60.6,22.3,4.3,28.2,54.2,2.0,71.1,17.3,2.3,22.2,12.3,8.1,13.6,2.7,0.7,3.3,34.2,14.3,40.7,44.4,1.0,58.5,18.8,12.8,20.7,4.2,2.2,4.9,92.4,85.1,94.7
66594,QUINCHÍA,18.2,9.5,22.1,75.6,52.7,86.0,1.6,1.0,1.8,3.0,1.4,3.7,36.0,34.4,36.8,6.8,7.1,6.7,26.8,1.3,38.4,4.4,2.8,5.1,11.2,4.9,14.0,3.8,0.6,5.2,15.1,10.4,17.2,17.5,1.2,24.9,12.1,13.2,11.7,3.1,1.1,4.0,91.7,84.7,94.9
66682,SANTA ROSA DE CABAL,9.5,8.0,18.5,53.6,49.6,77.5,1.5,1.4,1.9,4.3,4.4,3.9,27.9,25.8,40.3,5.4,5.8,3.0,3.8,1.6,17.3,2.6,2.4,3.8,2.7,2.0,6.6,0.4,0.3,0.9,12.6,11.8,17.2,7.3,1.6,42.0,17.6,18.0,14.9,1.0,0.9,1.7,80.9,79.6,88.6
66687,SANTUARIO,18.0,13.5,23.1,77.1,66.4,89.3,1.4,0.6,2.4,8.0,5.0,11.5,26.5,26.4,26.7,3.7,3.7,3.7,17.8,0.7,37.2,4.0,2.7,5.5,1.4,1.1,1.8,0.4,0.0,0.8,20.3,16.6,24.5,25.9,0.4,54.7,13.9,11.2,16.9,2.6,1.9,3.5,88.7,86.4,91.3
68001,BUCARAMANGA,4.8,4.7,11.8,32.7,32.1,63.0,1.9,1.9,2.4,4.1,4.0,5.0,25.4,25.3,33.2,7.4,7.4,5.1,4.2,3.9,23.8,2.8,2.7,6.4,1.5,1.5,1.1,0.7,0.7,5.5,10.8,10.7,19.2,5.1,4.7,29.9,19.7,19.7,20.2,0.6,0.6,1.2,77.5,77.3,85.9
68013,AGUADA,26.7,19.2,28.3,81.2,44.2,89.3,2.4,1.9,2.5,2.2,1.9,2.3,57.7,33.7,62.9,4.5,8.7,3.6,14.8,6.7,16.6,3.3,1.9,3.6,0.2,0.0,0.2,13.9,1.0,16.8,11.9,5.8,13.2,6.7,1.0,8.0,13.8,22.1,11.9,1.0,0.0,1.3,91.9,80.8,94.3
68020,ALBANIA,20.6,8.7,22.9,78.6,42.3,85.4,1.2,2.6,1.0,5.4,4.6,5.6,54.7,33.7,58.6,4.5,8.2,3.8,17.2,13.3,18.0,2.2,1.0,2.4,2.0,10.2,0.5,6.4,2.0,7.2,14.0,10.7,14.6,30.3,4.6,35.2,8.9,13.3,8.0,1.3,0.0,1.5,92.4,82.7,94.2
68051,ARATOCA,21.4,15.0,24.1,72.8,53.4,80.7,1.3,0.7,1.5,1.8,1.3,2.0,37.7,36.5,38.2,9.9,9.2,10.3,13.1,3.5,17.0,2.3,0.7,3.0,1.8,1.1,2.0,28.2,6.5,37.1,10.7,8.6,11.5,39.7,3.8,54.4,11.0,13.3,10.0,1.3,1.0,1.4,86.6,85.0,87.2
68077,BARBOSA,10.6,8.7,17.5,52.7,49.3,65.4,1.9,1.9,1.7,4.7,3.9,7.6,27.0,25.3,33.7,6.3,7.0,3.4,4.6,3.2,9.6,3.7,3.6,4.2,0.9,0.9,0.8,1.6,0.6,5.2,14.8,14.1,17.5,4.4,1.6,15.1,17.1,17.2,16.7,1.1,1.1,1.3,85.9,85.4,88.0
68079,BARICHARA,11.8,5.6,15.9,61.1,36.5,77.4,1.6,1.4,1.8,12.8,6.6,17.0,27.2,21.4,31.1,8.4,6.3,9.8,4.0,1.7,5.6,2.5,0.4,4.0,0.2,0.1,0.3,8.4,1.1,13.2,11.6,8.3,13.7,20.3,0.8,33.2,11.2,13.3,9.7,1.8,0.5,2.6,87.0,78.6,92.5
68081,BARRANCABERMEJA,8.0,7.5,11.5,41.7,40.1,53.1,2.3,2.3,2.5,4.3,4.6,2.3,39.6,39.3,41.3,13.7,14.7,6.6,13.7,13.6,14.6,3.5,3.2,5.4,6.9,7.8,0.6,5.3,4.6,10.1,16.5,16.3,17.6,3.7,3.7,4.2,23.6,24.0,20.6,0.6,0.5,1.0,80.5,81.6,73.1
68092,BETULIA,15.5,10.6,17.3,72.4,65.3,75.1,2.6,0.9,3.2,15.5,12.6,16.5,32.7,35.4,31.7,7.3,9.9,6.4,18.1,4.1,23.3,8.4,2.5,10.6,1.3,1.8,1.1,15.8,1.8,20.9,21.2,17.3,22.6,29.0,2.0,38.9,16.1,13.3,17.2,2.8,2.9,2.7,82.8,86.3,81.6
68101,BOLÍVAR,25.7,9.8,28.7,82.7,48.2,89.3,1.6,2.0,1.5,1.2,2.5,0.9,39.1,33.5,40.1,5.7,8.8,5.1,22.2,5.1,25.5,5.7,3.7,6.1,0.7,0.8,0.7,18.2,0.6,21.6,16.0,14.3,16.3,27.5,0.6,32.7,10.5,11.6,10.3,2.0,2.2,2.0,91.8,82.5,93.6
68121,CABRERA,13.0,6.5,15.1,78.8,63.7,83.6,1.6,0.8,1.8,12.5,8.1,13.8,40.3,31.5,43.1,7.8,12.1,6.4,12.5,12.9,12.3,3.1,3.2,3.1,0.4,0.8,0.3,9.9,5.6,11.3,14.4,12.1,15.1,13.6,34.7,6.9,6.8,11.3,5.4,2.1,2.4,2.1,90.1,82.3,92.6
68132,CALIFORNIA,3.7,2.1,5.2,46.3,31.0,60.5,0.9,0.7,1.0,2.7,5.3,0.3,30.7,27.8,33.3,7.3,8.9,5.9,32.0,2.5,59.2,1.4,0.7,2.0,0.2,0.0,0.3,4.8,1.8,7.5,13.5,10.7,16.0,41.9,1.1,79.4,16.2,17.1,15.4,1.0,0.0,2.0,79.0,72.2,85.3
68147,CAPITANEJO,17.5,15.8,20.5,65.5,54.3,84.4,1.0,1.0,1.0,5.8,5.5,6.2,42.6,43.1,41.8,10.9,11.0,10.8,14.0,5.0,29.0,1.4,0.7,2.5,0.1,0.0,0.1,15.8,2.7,37.9,13.1,11.7,15.6,23.4,0.8,61.3,8.7,10.5,5.6,1.0,0.5,1.8,89.5,86.5,94.7
68152,CARCASÍ,19.0,17.1,19.4,77.3,53.0,82.6,1.0,0.4,1.1,16.1,1.3,19.3,56.9,37.2,61.2,17.7,17.5,17.8,11.0,2.1,12.9,2.1,1.7,2.1,0.5,1.3,0.4,45.2,6.4,53.6,23.1,11.5,25.6,53.8,1.3,65.3,6.7,9.0,6.2,0.8,0.0,0.9,95.1,85.5,97.2
68160,CEPITÁ,16.3,9.6,18.7,77.1,58.0,84.1,1.0,0.0,1.4,3.4,0.6,4.4,28.5,21.0,31.2,8.3,6.4,9.0,3.1,0.6,3.9,5.1,0.6,6.7,0.5,0.6,0.5,4.2,0.6,5.5,14.1,7.0,16.6,16.3,0.0,22.2,12.5,14.0,12.0,5.1,1.3,6.5,90.8,82.8,93.8
68162,CERRITO,13.6,15.3,11.6,73.2,62.2,85.6,2.5,2.3,2.8,3.8,0.9,7.1,46.0,51.0,40.2,13.7,15.1,12.1,7.2,2.9,12.2,4.8,3.3,6.6,1.2,1.6,0.8,14.4,2.6,27.7,14.7,12.9,16.7,37.4,2.4,77.1,10.4,12.7,7.8,2.2,1.0,3.6,96.1,94.4,98.1
68167,CHARALÁ,13.7,10.8,18.4,64.4,49.8,87.6,1.2,1.3,1.0,3.9,3.7,4.2,34.8,32.5,38.5,4.9,5.3,4.2,7.1,1.8,15.5,2.8,2.1,3.8,0.6,0.3,1.2,7.4,0.5,18.2,12.9,12.1,14.2,10.8,0.2,27.7,13.3,15.0,10.6,1.1,0.8,1.5,87.8,85.1,92.1
68169,CHARTA,10.2,6.3,11.6,75.9,47.3,85.7,1.4,1.3,1.4,4.3,0.8,5.4,29.1,30.1,28.8,6.1,7.1,5.7,10.2,1.3,13.3,4.1,2.1,4.7,0.5,0.4,0.6,9.1,0.4,12.0,16.2,14.6,16.7,42.6,0.0,57.2,13.1,13.8,12.9,2.1,0.0,2.9,87.5,78.2,90.7
68176,CHIMA,20.6,16.8,22.5,78.5,57.7,88.4,1.1,1.5,0.9,3.2,2.2,3.6,51.3,50.4,51.8,9.3,12.8,7.6,23.0,0.7,33.5,3.0,0.7,4.1,0.4,0.0,0.5,16.8,0.0,24.7,17.0,9.1,20.7,22.7,0.0,33.5,8.6,11.3,7.3,1.3,0.7,1.6,89.9,83.2,93.1
68179,CHIPATÁ,27.5,16.8,29.3,83.7,52.7,89.0,0.4,1.3,0.3,6.8,7.5,6.7,48.5,32.7,51.2,4.4,8.0,3.8,13.4,7.1,14.5,3.2,0.4,3.7,2.0,1.3,2.1,8.5,2.2,9.5,7.4,4.4,7.9,27.5,1.3,31.9,7.2,8.8,6.9,1.3,1.8,1.3,93.6,80.5,95.8
68190,CIMITARRA,18.4,12.1,25.0,66.1,53.4,79.2,2.5,1.7,3.2,5.8,3.9,7.9,34.1,33.1,35.1,9.7,10.8,8.5,11.4,1.7,21.5,4.7,2.8,6.7,2.6,4.1,1.1,6.1,1.6,10.8,19.6,14.7,24.6,12.7,1.7,24.1,17.0,15.9,18.2,2.1,1.6,2.5,83.8,85.6,81.9
68207,CONCEPCIÓN,14.7,13.9,15.5,69.0,58.2,81.2,1.1,1.4,0.9,5.6,3.5,8.0,45.1,52.7,36.4,15.7,16.6,14.6,7.8,3.0,13.2,2.5,1.6,3.7,0.7,0.9,0.6,16.8,3.4,32.0,15.6,15.3,16.1,29.3,1.6,60.6,7.9,8.8,6.9,0.8,0.3,1.4,93.2,89.8,97.0
68209,CONFINES,14.3,11.3,15.2,78.8,56.9,85.5,7.6,2.9,9.0,1.0,2.0,0.8,29.0,31.4,28.3,5.9,10.3,4.5,3.7,2.9,3.9,5.0,2.9,5.6,1.3,1.0,1.4,5.5,1.0,6.9,11.3,10.3,11.6,38.7,2.0,50.0,11.9,10.8,12.2,2.2,2.0,2.3,93.9,89.2,95.3
68211,CONTRATACIÓN,14.6,12.9,20.1,69.1,63.8,86.6,0.8,0.8,0.7,5.8,2.3,17.4,34.9,33.5,39.6,5.2,5.2,5.4,11.1,2.9,38.3,2.6,1.9,5.0,0.0,0.0,0.0,5.7,0.1,24.2,12.7,12.9,12.1,14.6,3.2,52.3,7.4,7.4,7.4,1.4,1.1,2.3,82.8,79.8,92.6
68217,COROMORO,19.3,12.6,20.5,84.0,55.1,89.2,2.5,2.8,2.4,2.1,3.2,1.9,48.9,36.8,51.0,6.9,6.9,6.9,27.2,1.2,31.8,7.3,0.4,8.5,0.4,0.4,0.4,15.5,0.8,18.1,16.0,10.9,16.9,37.5,0.4,44.0,9.6,14.6,8.7,3.9,1.2,4.4,94.8,82.6,97.0
68229,CURITÍ,16.7,10.3,21.2,66.9,49.9,78.6,1.1,0.9,1.2,10.4,12.7,8.9,32.1,29.6,33.9,10.8,9.8,11.6,8.9,3.9,12.3,4.3,2.5,5.5,0.7,0.4,1.0,11.4,1.1,18.4,16.4,12.1,19.4,12.7,0.3,21.2,12.5,13.0,12.1,1.8,1.2,2.1,86.9,84.4,88.6
68235,EL CARMEN DE CHUCURI,13.7,7.3,14.9,75.3,42.7,81.6,2.3,1.1,2.6,6.0,10.8,5.1,55.3,35.2,59.2,6.2,13.1,4.9,51.0,2.6,60.5,10.9,2.1,12.7,3.0,1.8,3.3,41.2,1.5,48.9,19.0,8.6,21.0,38.4,1.5,45.7,14.4,13.4,14.6,2.5,1.0,2.8,92.7,81.3,95.0
68245,EL GUACAMAYO,16.5,12.9,18.4,75.8,62.1,83.0,1.0,1.3,0.9,1.9,1.7,2.0,27.1,31.9,24.7,4.3,5.6,3.6,37.6,5.6,54.3,2.4,1.3,2.9,0.3,0.4,0.2,6.0,0.9,8.7,15.5,14.2,16.1,32.0,7.3,44.8,7.2,4.7,8.5,1.2,0.4,1.6,87.0,80.6,90.4
68250,EL PEÑÓN,28.2,12.3,31.9,82.5,49.3,90.1,2.3,0.9,2.7,1.2,6.2,0.0,33.2,24.7,35.2,10.6,11.5,10.4,39.4,5.7,47.2,11.6,5.7,12.9,0.7,3.1,0.1,18.0,4.0,21.3,22.8,12.3,25.3,48.0,3.1,58.4,15.8,20.7,14.7,7.7,5.7,8.2,95.4,83.3,98.2
68255,EL PLAYÓN,17.2,14.8,19.9,71.8,59.8,85.3,2.1,1.9,2.4,5.9,1.3,11.2,35.5,36.5,34.5,13.7,18.3,8.4,27.3,7.8,49.4,7.7,5.3,10.4,10.8,18.3,2.2,18.1,9.5,27.8,18.4,16.6,20.4,44.1,17.4,74.2,13.7,15.7,11.5,1.8,1.1,2.5,88.4,83.4,94.0
68264,ENCINO,13.9,7.6,15.7,81.1,52.0,89.6,1.7,3.5,1.2,0.4,1.2,0.2,22.5,23.4,22.2,6.5,9.9,5.5,19.7,5.3,23.9,6.6,1.8,8.0,0.1,0.0,0.2,10.8,0.0,14.0,14.5,8.8,16.2,19.3,0.6,24.7,11.2,13.5,10.6,8.6,1.8,10.6,93.4,83.6,96.2
68266,ENCISO,17.9,11.6,20.1,69.7,45.3,78.4,0.4,0.4,0.4,2.6,4.9,1.8,38.7,39.6,38.4,15.3,14.4,15.6,6.5,1.1,8.5,1.8,0.7,2.1,0.3,0.4,0.3,23.3,1.1,31.3,15.2,10.5,16.9,34.5,0.4,46.6,7.8,9.8,7.1,0.9,1.1,0.9,90.5,82.8,93.3
68271,FLORIÁN,25.4,15.2,29.4,78.6,55.3,87.7,1.6,1.4,1.7,7.1,5.0,8.0,57.0,37.2,64.8,7.8,11.3,6.4,18.4,3.9,24.2,3.6,1.8,4.3,1.6,3.9,0.7,13.6,0.9,18.6,21.0,10.2,25.3,35.7,1.6,49.2,9.8,12.0,8.9,1.0,0.7,1.1,91.3,86.4,93.2
68276,FLORIDABLANCA,4.2,4.0,7.6,30.7,30.1,46.7,1.9,1.9,2.1,3.2,3.3,1.4,22.9,22.8,25.3,5.1,5.1,4.1,2.4,2.2,9.2,2.3,2.3,3.4,1.1,1.1,1.2,0.6,0.5,3.5,12.4,12.3,17.0,3.3,2.3,28.6,19.8,19.8,18.4,0.6,0.6,0.6,76.3,76.2,79.1
68296,GALÁN,18.0,11.6,21.0,78.3,58.8,87.5,0.7,0.7,0.7,2.4,2.5,2.3,43.6,47.5,41.7,10.6,9.2,11.3,19.0,2.8,26.7,3.2,1.8,3.8,1.2,0.7,1.5,25.3,3.2,35.8,12.0,6.3,14.7,24.8,0.4,36.3,8.1,8.1,8.2,2.1,1.4,2.5,92.0,86.3,94.7
68298,GÁMBITA,16.8,7.0,18.9,76.8,45.7,83.4,1.4,0.4,1.6,11.0,3.0,12.7,37.9,36.5,38.1,6.5,10.4,5.7,36.1,1.7,43.4,5.0,3.9,5.3,1.8,0.4,2.0,27.0,0.9,32.6,20.6,18.3,21.1,55.1,1.3,66.6,8.0,10.0,7.6,3.1,1.7,3.4,92.8,81.3,95.3
68307,GIRÓN,6.3,5.3,13.7,41.9,38.3,68.7,2.1,2.1,2.0,3.0,3.2,2.0,26.5,26.2,28.6,8.5,8.8,6.3,6.0,4.3,18.7,3.9,3.8,4.7,1.1,1.0,1.5,1.3,0.5,6.7,14.9,14.6,17.7,12.5,8.7,41.0,15.5,15.8,13.0,0.8,0.6,2.4,79.2,78.6,83.7
68318,GUACA,12.2,6.7,14.4,78.9,52.8,89.4,1.8,1.2,2.0,6.5,3.2,7.8,71.5,43.1,83.0,11.8,13.9,11.0,5.3,2.0,6.7,6.6,2.6,8.3,0.0,0.0,0.0,15.4,1.2,21.2,22.9,17.1,25.3,42.5,0.2,59.6,10.1,10.5,9.9,0.6,0.6,0.6,93.9,83.9,97.9
68320,GUADALUPE,17.5,9.7,22.9,71.2,49.1,86.3,1.0,0.4,1.5,4.2,1.4,6.2,32.3,26.7,36.1,4.6,5.9,3.7,29.6,9.0,43.7,2.3,1.1,3.2,1.6,0.0,2.7,7.0,0.9,11.2,12.0,6.6,15.6,36.4,0.9,60.7,13.2,14.7,12.2,1.7,1.4,1.8,90.1,82.8,95.2
68322,GUAPOTÁ,15.0,12.2,16.1,77.9,57.6,86.1,1.1,0.5,1.4,1.7,3.4,1.0,42.0,44.4,41.1,5.9,11.7,3.6,5.6,5.4,5.8,3.5,2.4,4.0,0.7,2.0,0.2,5.8,2.9,6.9,15.0,8.3,17.7,16.1,1.5,22.0,12.4,14.1,11.7,2.0,0.5,2.6,85.3,82.0,86.7
68324,GUAVATÁ,24.6,9.8,29.8,76.0,47.0,86.2,1.6,2.1,1.4,1.5,1.3,1.6,33.5,44.6,29.6,3.4,6.1,2.4,13.3,7.7,15.2,3.2,3.7,3.0,1.2,0.8,1.4,27.1,9.0,33.6,8.5,7.4,8.9,44.6,3.2,59.3,12.4,15.6,11.3,1.3,1.1,1.4,93.9,88.4,95.9
68327,GÜEPSA,20.5,18.9,23.0,68.1,60.7,80.5,0.9,0.9,1.0,6.0,6.4,5.2,35.9,33.0,40.8,6.9,8.2,4.6,9.1,5.5,15.1,2.8,1.8,4.4,2.7,2.3,3.5,5.4,2.4,10.5,11.1,10.8,11.6,15.5,1.5,39.0,12.0,12.3,11.4,1.5,1.3,1.9,90.0,89.4,91.1
68344,HATO,20.0,15.0,22.1,77.7,60.9,84.7,1.0,1.3,0.9,4.2,1.7,5.2,52.1,43.8,55.5,6.4,10.3,4.8,8.9,12.0,7.7,4.0,2.6,4.6,0.1,0.0,0.2,19.2,11.2,22.6,17.6,12.4,19.8,23.0,0.0,32.6,9.2,12.0,8.0,1.0,0.4,1.2,88.8,85.8,90.0
68368,JESÚS MARÍA,20.5,9.2,23.8,75.9,45.6,84.6,1.4,1.1,1.4,2.1,5.7,1.1,42.3,29.9,45.9,5.8,9.2,4.9,9.2,1.1,11.6,1.5,0.8,1.8,0.7,0.4,0.8,28.0,0.8,35.8,12.5,9.2,13.5,20.9,0.0,26.9,9.6,12.3,8.8,0.9,1.1,0.9,88.6,80.1,91.1
68370,JORDÁN,28.8,26.7,29.0,86.1,56.7,89.0,3.6,0.0,4.0,0.3,0.0,0.3,29.7,30.0,29.7,17.9,23.3,17.3,20.3,13.3,21.0,10.3,0.0,11.3,0.3,0.0,0.3,30.9,6.7,33.3,26.7,6.7,28.7,43.0,6.7,46.7,11.8,30.0,10.0,6.4,0.0,7.0,91.8,86.7,92.3
68377,LA BELLEZA,12.6,7.0,14.8,73.4,51.5,81.9,1.3,1.0,1.5,0.6,1.5,0.2,34.5,30.6,36.0,5.5,6.6,5.1,27.6,9.9,34.5,4.7,2.7,5.4,0.8,2.9,0.0,2.0,1.0,2.5,20.0,20.7,19.8,32.0,1.4,43.9,12.9,17.0,11.3,2.0,1.9,2.1,90.7,88.2,91.6
68385,LANDÁZURI,22.5,14.6,26.7,73.6,58.1,81.7,1.6,1.7,1.5,11.3,23.5,4.9,36.6,33.3,38.4,6.1,10.3,3.9,28.6,3.9,41.6,5.1,2.5,6.5,2.3,5.8,0.5,5.2,0.9,7.5,16.9,17.4,16.6,50.1,8.0,72.3,14.5,14.2,14.6,2.5,1.6,2.9,89.3,81.0,93.6
